text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon,word
dkt',"Masekhet: 5330001, Page: 04, Side: d, Line: 46, Word: 6",c,verb G,,,,דכת',conjunction | verb peal,6
"""mmzrx""","Masekhet: 5330001, Page: 04, Side: d, Line: 46, Word: 7",No data,,,,,ממזרח,No data,7
"""$m$","Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 0",No data,,,,,שמש,No data,0
w(d,"Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 1",No data,,,,,ועד,No data,1
mbw)w,"Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 2",No data,,,,,מבואו,No data,2
mhwll,"Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 3",No data,,,,,מהולל,No data,3
$M,"Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 4",No data,,,,,שם,No data,4
"h'""","Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 5",PN Personal name,,,,,ה',proper name Personal name,5
mh,"Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 6",P01,,,,,מה,preposition independent,6
)t,"Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 7",R,,,,,את,R,7
$m(,"Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 8",verb G,,,,,שמע,verb peal,8
mynh,"Masekhet: 5330001, Page: 04, Side: d, Line: 47, Word: 9",p02C,,,,,מינה,p02C,9
lyt,"Masekhet: 5330001, Page: 04, Side: d, Line: 56, Word: 0",verb G,,,,,לית,verb peal,0
cwrkyh,"Masekhet: 5330001, Page: 04, Side: d, Line: 56, Word: 1",N,,,,,צורכיה,noun,1
"d""bnh","Masekhet: 5330001, Page: 04, Side: d, Line: 56, Word: 2",No data,,,,,דבנה,No data,2
"bytK""...","Masekhet: 5330001, Page: 04, Side: d, Line: 56, Word: 3",No data,,,,,ביתך,No data,3
)l),"Masekhet: 5330001, Page: 04, Side: d, Line: 57, Word: 0",c,,,,,אלא,conjunction,0
kmh,"Masekhet: 5330001, Page: 04, Side: d, Line: 57, Word: 1",c,,,,,כמה,conjunction,1
d)y$t(y,"Masekhet: 5330001, Page: 04, Side: d, Line: 57, Word: 2",verb Dt,c,,,,דאישתעי,verb ethpaal | conjunction,2
qryy),"Masekhet: 5330001, Page: 04, Side: d, Line: 57, Word: 3",noun sg. emphatic,,,,,קרייא,noun sg. emphatic,3
kN,"Masekhet: 5330001, Page: 04, Side: d, Line: 57, Word: 4",a01C,,,,,כן,a01C,4
")$t(yy{)}<t>#01,04#","Masekhet: 5330001, Page: 04, Side: d, Line: 57, Word: 5",verb Dt,,,,,אשתעיית,verb ethpaal,5
mtnyt),"Masekhet: 5330001, Page: 04, Side: d, Line: 57, Word: 6",noun sg. emphatic,,,,,מתניתא,noun sg. emphatic,6
mh,"Masekhet: 5330001, Page: 04, Side: d, Line: 60, Word: 0",P01,,,,,מה,preposition independent,0
kt',"Masekhet: 5330001, Page: 04, Side: d, Line: 60, Word: 1",verb G,,,,,כת',verb peal,1
btryh,"Masekhet: 5330001, Page: 04, Side: d, Line: 60, Word: 2",p02C,,,,,בתריה,p02C,2
wy)mr,"Masekhet: 5330001, Page: 04, Side: d, Line: 64, Word: 0",verb G,c,,,,ויאמר,verb peal | conjunction,0
"""rwp)","Masekhet: 5330001, Page: 04, Side: d, Line: 64, Word: 1",No data,,,,,רופא,No data,1
"xwlyM""","Masekhet: 5330001, Page: 04, Side: d, Line: 64, Word: 2",No data,,,,,חולים,No data,2
qdmyy,"Masekhet: 5330001, Page: 04, Side: d, Line: 64, Word: 3",A01C,,,,,קדמיי,A01C,3
wtny,"Masekhet: 5330001, Page: 05, Side: a, Line: 07, Word: 0",verb G,c,,,,ותני,verb peal | conjunction,0
(lh,"Masekhet: 5330001, Page: 05, Side: a, Line: 07, Word: 1",p02C,,,,,עלה,p02C,1
rbnN,"Masekhet: 5330001, Page: 05, Side: a, Line: 09, Word: 0",noun pl. emphatic,,,,,רבנן,noun pl. emphatic,0
)mry,"Masekhet: 5330001, Page: 05, Side: a, Line: 09, Word: 1",verb G,,,,,אמרי,verb peal,1
)hN,"Masekhet: 5330001, Page: 05, Side: a, Line: 09, Word: 2",P01C,,,,,אהן,P01C,2
mlk),"Masekhet: 5330001, Page: 05, Side: a, Line: 09, Word: 3",noun sg. emphatic,,,,,מלכא,noun sg. emphatic,3
m$yx),"Masekhet: 5330001, Page: 05, Side: a, Line: 09, Word: 4",noun sg. emphatic,,,,,משיחא,noun sg. emphatic,4
)yN,"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 0",c,,,,,אין,conjunction,0
"{my}/mN#01,04#/","Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 1",p01,,,,,מן/,preposition independent,1
xyy),"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 2",A05,,,,,חייא,adjective plural determined,2
hw),"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 3",P01C,,,,,הוא,P01C,3
dwd,"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 4",PN Personal name,,,,,דוד,proper name Personal name,4
$myh,"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 5",noun sg. emphatic,,,,,שמיה,noun sg. emphatic,5
)yN,"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 6",c,,,,,אין,conjunction,6
"{my}/mN#01,04#/","Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 7",p01,,,,,מן/,preposition independent,7
dmkyy),"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 8",noun pl. emphatic,,,,,דמכייא,noun pl. emphatic,8
hw),"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 9",P01C,,,,,הוא,P01C,9
dwd,"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 10",PN Personal name,,,,,דוד,proper name Personal name,10
$myh,"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 11",noun sg. emphatic,,,,,שמיה,noun sg. emphatic,11
{{w}}^)^n),"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 12",P01C,c,,,,ואנא,P01C | conjunction,12
)mryt,"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 13",verb G,,,,,אמרית,verb peal,13
T(m',"Masekhet: 5330001, Page: 05, Side: a, Line: 10, Word: 14",noun sg. emphatic,,,,,טעמ',noun sg. emphatic,14
wl),"Masekhet: 5330001, Page: 05, Side: a, Line: 12, Word: 0",a01C,c,,,,ולא,a01C | conjunction,0
plygyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 12, Word: 1",verb G,,,,,פליגין,verb peal,1
xw$bnyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 12, Word: 2",noun sg. emphatic,,,,,חושבניה,noun sg. emphatic,2
{{d}}^dh^dyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 0",p,R,,,,דדהדין,preposition | R,0
^kxw$bnyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 1",p02,noun sg. emphatic,,,,כחושבניה,preposition with pronominal suffix | noun sg. emphatic,1
dhdyN^,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 2",p,R,,,,דהדין,preposition | R,2
hw),"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 3",P01C,,,,,הוא,P01C,3
cmx,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 4",PN Personal name,,,,,צמח,proper name Personal name,4
hw),"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 5",P01C,,,,,הוא,P01C,5
mnxM,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 6",PN Personal name,,,,,מנחם,proper name Personal name,6
r',"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 7",N,,,,,ר',noun,7
ywdN,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 8",PN Personal name,,,,,יודן,proper name Personal name,8
bryh,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 9",noun sg. emphatic,,,,,בריה,noun sg. emphatic,9
wd),"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 10",R,c,,,,ודא,R | conjunction,10
msyy(),"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 11",V,,,,,מסייעא,V,11
lhw,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 12",P01C,p03,,,,להו,P01C | preposition proclitic,12
dmr,"Masekhet: 5330001, Page: 05, Side: a, Line: 13, Word: 13",verb G,c,,,,דמר,verb peal | conjunction,13
dr',"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 0",p,N,,,,דר',preposition | noun,0
)yybw,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 1",PN Personal name,,,,,אייבו,proper name Personal name,1
(wbd),"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 2",noun sg. emphatic,,,,,עובדא,noun sg. emphatic,2
hwh,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 3",verb G,,,,,הוה,verb peal,3
bxd,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 4",p02,n01C,,,,בחד,preposition with pronominal suffix | n01C,4
yhwd)y,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 5",A01C,,,,,יהודאי,A01C,5
dhwh,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 6",c,verb G,,,,דהוה,conjunction | verb peal,6
q)yM,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 7",verb G,,,,,קאים,verb peal,7
"{dry}<rdy>#01,04#","Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 8",V,,,,,רדי,V,8
g(t,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 9",verb G,,,,,געת,verb peal,9
twrtyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 10",noun sg. emphatic,,,,,תורתיה,noun sg. emphatic,10
qwmwy,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 11",p02,,,,,קומוי,preposition with pronominal suffix,11
(br,"Masekhet: 5330001, Page: 05, Side: a, Line: 14, Word: 12",verb G,,,,,עבר,verb peal,12
xd,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 0",n01C,,,,,חד,n01C,0
(rbyy,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 1",A01,,,,,ערביי,adjective singular absolute or construct,1
w$m(,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 2",verb G,c,,,,ושמע,verb peal | conjunction,2
qlh,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 3",noun sg. emphatic,,,,,קלה,noun sg. emphatic,3
)m',"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 4",verb G,,,,,אמ',verb peal,4
lyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 5",p01,,,,,ליה,preposition independent,5
br,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 6",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,6
ywd)y,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 7",A01C,,,,,יודאי,A01C,7
br,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 8",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,8
ywd)y,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 9",A01C,,,,,יודאי,A01C,9
$ry,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 10",verb G,,,,,שרי,verb peal,10
twrK,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 11",noun sg. emphatic,,,,,תורך,noun sg. emphatic,11
w$ry,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 12",verb G,c,,,,ושרי,verb peal | conjunction,12
{qnqnK}<qyqnK>#04#,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 13",noun sg. emphatic,,,,,קיקנך,noun sg. emphatic,13
dh),"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 14",c,I01C,,,,דהא,conjunction | I01C,14
xryb,"Masekhet: 5330001, Page: 05, Side: a, Line: 15, Word: 15",verb G,,,,,חריב,verb peal,15
byt mwqd$),"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 0",noun sg. emphatic,,,,,בית מוקדשא,noun sg. emphatic,0
g(t,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 1",verb G,,,,,געת,verb peal,1
zmN,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 2",noun sg. abs. or construct,,,,,זמן,noun sg. abs. or construct,2
tnyynwt,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 3",X,,,,,תניינות,X,3
)m',"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 4",verb G,,,,,אמ',verb peal,4
lyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 5",p01,,,,,ליה,preposition independent,5
br,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 6",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,6
ywd)y,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 7",A01C,,,,,יודאי,A01C,7
br,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 8",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct,8
ywd)y,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 9",A01C,,,,,יודאי,A01C,9
qTwr,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 10",verb G,,,,,קטור,verb peal,10
twr{y}K#04#,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 11",noun sg. emphatic,,,,,תורך,noun sg. emphatic,11
wqTwr,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 12",verb G,c,,,,וקטור,verb peal | conjunction,12
{qnqnyK}<qyqnK>#04#,"Masekhet: 5330001, Page: 05, Side: a, Line: 16, Word: 13",noun sg. emphatic,,,,,קיקנך,noun sg. emphatic,13
dh),"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 0",c,I01C,,,,דהא,conjunction | I01C,0
"ylyd/)ytlyd#01,04#/","Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 1",verb G,verb Gt,,,,איתליד/,verb peal | verb ethpeel,1
mlk),"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 2",noun sg. emphatic,,,,,מלכא,noun sg. emphatic,2
m$yx),"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 3",noun sg. emphatic,,,,,משיחא,noun sg. emphatic,3
)m',"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 4",verb G,,,,,אמ',verb peal,4
lyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 5",p01,,,,,ליה,preposition independent,5
mh,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 6",P01,,,,,מה,preposition independent,6
$myh,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 7",noun sg. emphatic,,,,,שמיה,noun sg. emphatic,7
mnxM,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 8",PN Personal name,,,,,מנחם,proper name Personal name,8
)m',"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 9",verb G,,,,,אמ',verb peal,9
lyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 10",p01,,,,,ליה,preposition independent,10
wmh,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 11",P01C,c,,,,ומה,P01C | conjunction,11
$myh,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 12",noun sg. emphatic,,,,,שמיה,noun sg. emphatic,12
d)bwy,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 13",noun sg. emphatic,p,,,,דאבוי,noun sg. emphatic | preposition,13
)m',"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 14",verb G,,,,,אמ',verb peal,14
lyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 15",p01,,,,,ליה,preposition independent,15
xzqyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 17, Word: 16",PN Personal name,,,,,חזקיה,proper name Personal name,16
)m',"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 0",verb G,,,,,אמ',verb peal,0
lyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 1",p01,,,,,ליה,preposition independent,1
mN,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 2",p01,,,,,מן,preposition independent,2
hN,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 3",X,,,,,הן,X,3
hw),"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 4",P01C,,,,,הוא,P01C,4
)m',"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 5",verb G,,,,,אמ',verb peal,5
lyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 6",p01,,,,,ליה,preposition independent,6
mN,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 7",p01,,,,,מן,preposition independent,7
byrt,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 8",noun sg. abs. or construct,,,,,בירת,noun sg. abs. or construct,8
mlk),"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 9",noun sg. emphatic,,,,,מלכא,noun sg. emphatic,9
dbyt lxM,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 10",GN Geographic name,p,,,,דבית לחם,geographical name Geographic name | preposition,10
yhwdh,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 11",PN Personal name,,,,,יהודה,proper name Personal name,11
)zl,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 12",verb G,,,,,אזל,verb peal,12
zbyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 13",verb D,,,,,זבין,verb pael,13
twrwy,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 14",noun pl. emphatic,,,,,תורוי,noun pl. emphatic,14
wzbyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 18, Word: 15",c,verb D,,,,וזבין,conjunction | verb pael,15
{qnqnwy}<qyqnwy>#04#,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 0",noun pl. emphatic,,,,,קיקנוי,noun pl. emphatic,0
w)yt(byd,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 1",verb Gt,c,,,,ואיתעביד,verb ethpeel | conjunction,1
zbyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 2",verb G,,,,,זבין,verb peal,2
lbdyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 3",noun pl. absolute,,,,,לבדין,noun pl. absolute,3
lmyynwq<yy>)#04#,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 4",p03,N,,,,למיינוקייא,preposition proclitic | noun,4
whwh,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 5",verb G,c,,,,והוה,verb peal | conjunction,5
<{m}(lyl>#04#,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 7",verb G,,,,,עליל,verb peal,7
qryyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 8",noun sg. emphatic,,,,,קרייה,noun sg. emphatic,8
wnpq,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 9",verb G,c,,,,ונפק,verb peal | conjunction,9
q{y}ryh,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 10",N,,,,,קריה,noun,10
(d,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 11",c,,,,,עד,conjunction,11
d(l,"Masekhet: 5330001, Page: 05, Side: a, Line: 19, Word: 12",verb G,c,,,,דעל,verb peal | conjunction,12
lhhw),"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 0",P01C,p03,,,,לההוא,P01C | preposition proclitic,0
qrt),"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 1",N,,,,,קרתא,noun,1
whwyyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 2",verb G,c,,,,והויין,verb peal | conjunction,2
kl,"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 3",noun sg. abs. or construct,,,,,כל,noun sg. abs. or construct,3
n$yy),"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 4",N,,,,,נשייא,noun,4
zbnN,"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 5",noun sg. emphatic,,,,,זבנן,noun sg. emphatic,5
w)ymyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 6",noun sg. emphatic,c,,,,ואימיה,noun sg. emphatic | conjunction,6
dmnxM,"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 7",p,PN Personal name,,,,דמנחם,preposition | proper name Personal name,7
l),"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 8",a01C,,,,,לא,a01C,8
zbnh,"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 9",verb G,,,,,זבנה,verb peal,9
$m(,"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 10",verb G,,,,,שמע,verb peal,10
qlN,"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 11",noun sg. emphatic,,,,,קלן,noun sg. emphatic,11
dn$yy),"Masekhet: 5330001, Page: 05, Side: a, Line: 20, Word: 12",N,p,,,,דנשייא,noun | preposition,12
)mr{y}N,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 0",verb G,,,,,אמרן,verb peal,0
)ymyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 1",noun sg. emphatic,,,,,אימיה,noun sg. emphatic,1
dmnxM,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 2",p,PN Personal name,,,,דמנחם,preposition | proper name Personal name,2
)ymyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 3",noun sg. emphatic,,,,,אימיה,noun sg. emphatic,3
dmnxM,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 4",p,PN Personal name,,,,דמנחם,preposition | proper name Personal name,4
)ytyy,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 5",verb G,,,,,איתיי,verb peal,5
{zwbnyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 6",No data,,,,,{זובנין,No data,6
lbrK}<zybnyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 7",verb G,,,,,לברך}זיבנין,verb peal,7
lbryK>#04#,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 8",noun sg. emphatic,p03,,,,לבריך,noun sg. emphatic | preposition proclitic,8
{{)yN,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 9",c,,,,,אין,conjunction,9
lyt,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 10",verb G,,,,,לית,verb peal,10
qwmK,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 11",p02C,,,,,קומך,p02C,11
ywm),"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 12",noun sg. emphatic,,,,,יומא,noun sg. emphatic,12
dyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 13",R,,,,,דין,R,13
btr,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 14",p01C,,,,,בתר,p01C,14
ywmyN,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 15",noun pl. absolute,,,,,יומין,noun pl. absolute,15
lbrK}},"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 16",noun sg. emphatic,p03,,,,לברך,noun sg. emphatic | preposition proclitic,16
)mrh,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 17",verb G,,,,,אמרה,verb peal,17
b(yy),"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 18",verb G,,,,,בעייא,verb peal,18
)n),"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 19",P01C,,,,,אנא,P01C,19
myxnqwnyh,"Masekhet: 5330001, Page: 05, Side: a, Line: 21, Word: 20",verb G,,,,,מיחנקוניה,verb peal,20
sn)yhwN,"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 0",N,,,,,סנאיהון,noun,0
dy$',"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 1",p,PN Personal name,,,,דיש',preposition | proper name Personal name,1
dbywm),"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 2",p,noun sg. emphatic,,,,דביומא,preposition | noun sg. emphatic,2
d)ytylyd,"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 3",c,verb Gt,,,,דאיתיליד,conjunction | verb ethpeel,3
)yxrwb/)txryb#04#/,"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 4",verb G,verb Gt,,,,אתחריב/,verb peal | verb ethpeel,4
byt mwqd$),"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 5",noun sg. emphatic,,,,,בית מוקדשא,noun sg. emphatic,5
^)mr^,"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 6",verb G,,,,,אמר,verb peal,6
^lh,"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 7",p02,,,,,לה,preposition with pronominal suffix,7
rxyc{)}<yN>,"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 8",verb G,,,,,רחיצין,verb peal,8
)nN,"Masekhet: 5330001, Page: 05, Side: a, Line: 22, Word: 9",P02C,,,,,אנן,P02C,9
